Grupo de edad;Comunidad autonoma;Sexo;Nivel de formacion;periodo;Total
45 - 54 años;Pais Vasco;Mujeres;E. Superior;2022;60,96
45 - 54 años;Pais Vasco;Mujeres;E. Superior;2021;57,96
45 - 54 años;Pais Vasco;Mujeres;E. Superior;2020;55,25
45 - 54 años;Pais Vasco;Mujeres;E. Superior;2019;54,71
45 - 54 años;Pais Vasco;Mujeres;E. Superior;2018;51,96
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;43,50
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;39,58
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;40,93
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;46,48
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;48,33
45 - 54 años;Rioja, La;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;44,35
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2023;20,98
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2022;25,32
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2021;23,17
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2020;20,93
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2019;20,77
45 - 54 años;Rioja, La;Hombres;2ª etapa E. Secundaria;2018;20,09
45 - 54 años;Rioja, La;Hombres;E. Superior;2023;35,52
45 - 54 años;Rioja, La;Hombres;E. Superior;2022;35,10
45 - 54 años;Rioja, La;Hombres;E. Superior;2021;35,89
45 - 54 años;Rioja, La;Hombres;E. Superior;2020;32,59
45 - 54 años;Rioja, La;Hombres;E. Superior;2019;30,90
45 - 54 años;Rioja, La;Hombres;E. Superior;2018;35,57
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;32,63
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;29,13
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;29,64
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;29,84
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;35,73
45 - 54 años;Rioja, La;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;36,95
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2023;19,15
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2022;22,55
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2021;25,19
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2020;23,02
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2019;24,51
45 - 54 años;Rioja, La;Mujeres;2ª etapa E. Secundaria;2018;22,44
45 - 54 años;Rioja, La;Mujeres;E. Superior;2023;48,22
45 - 54 años;Rioja, La;Mujeres;E. Superior;2022;48,32
45 - 54 años;Rioja, La;Mujeres;E. Superior;2021;45,17
45 - 54 años;Rioja, La;Mujeres;E. Superior;2020;47,14
45 - 54 años;Rioja, La;Mujeres;E. Superior;2019;39,76
45 - 54 años;Rioja, La;Mujeres;E. Superior;2018;40,61
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;63,31
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;54,54
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;43,34
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;46,03
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;46,59
45 - 54 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;50,97
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2023;18,46
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2022;31,37
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2021;27,93
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2020;21,48
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2019;27,61
45 - 54 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2018;24,77
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2023;18,23
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2022;14,09
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2021;28,73
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2020;32,49
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2019;25,81
45 - 54 años;Ceuta y Melilla;Hombres;E. Superior;2018;24,26
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;56,67
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;54,69
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;54,42
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;57,12
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;57,69
45 - 54 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;50,23
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2023;21,33
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2022;20,09
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2021;19,91
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2020;20,99
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2019;16,78
45 - 54 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2018;16,83
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2023;22,00
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2022;25,21
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2021;25,67
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2020;21,89
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2019;25,53
45 - 54 años;Ceuta y Melilla;Mujeres;E. Superior;2018;32,94
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;..
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;..
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;..
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;..
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;..
45 - 54 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2023;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2022;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2021;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2020;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2019;..
45 - 54 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2018;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2023;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2022;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2021;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2020;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2019;..
45 - 54 años;- Ceuta;Hombres;E. Superior;2018;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;..
45 - 54 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2023;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2022;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2021;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2020;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2019;..
45 - 54 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2018;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2023;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2022;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2021;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2020;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2019;..
45 - 54 años;- Ceuta;Mujeres;E. Superior;2018;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;..
45 - 54 años;- Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2023;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2022;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2021;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2020;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2019;..
45 - 54 años;- Melilla;Hombres;2ª etapa E. Secundaria;2018;..
45 - 54 años;- Melilla;Hombres;E. Superior;2023;..
45 - 54 años;- Melilla;Hombres;E. Superior;2022;..
45 - 54 años;- Melilla;Hombres;E. Superior;2021;..
45 - 54 años;- Melilla;Hombres;E. Superior;2020;..
45 - 54 años;- Melilla;Hombres;E. Superior;2019;..
45 - 54 años;- Melilla;Hombres;E. Superior;2018;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;..
45 - 54 años;- Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2023;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2022;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2021;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2020;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2019;..
45 - 54 años;- Melilla;Mujeres;2ª etapa E. Secundaria;2018;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2023;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2022;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2021;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2020;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2019;..
45 - 54 años;- Melilla;Mujeres;E. Superior;2018;..
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;46,49
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;47,78
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;48,39
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;49,45
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;51,67
55 - 64 años;TOTAL;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;53,33
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2023;22,67
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2022;22,25
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2021;22,29
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2020;21,52
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2019;20,38
55 - 64 años;TOTAL;Hombres;2ª etapa E. Secundaria;2018;20,45
55 - 64 años;TOTAL;Hombres;E. Superior;2023;30,84
55 - 64 años;TOTAL;Hombres;E. Superior;2022;29,97
55 - 64 años;TOTAL;Hombres;E. Superior;2021;29,32
55 - 64 años;TOTAL;Hombres;E. Superior;2020;29,03
55 - 64 años;TOTAL;Hombres;E. Superior;2019;27,95
55 - 64 años;TOTAL;Hombres;E. Superior;2018;26,22
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;45,17
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;46,72
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;47,54
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;50,07
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;52,95
55 - 64 años;TOTAL;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;54,74
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2023;23,80
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2022;23,48
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2021;23,11
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2020;22,43
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2019;21,61
55 - 64 años;TOTAL;Mujeres;2ª etapa E. Secundaria;2018;21,23
55 - 64 años;TOTAL;Mujeres;E. Superior;2023;31,03
55 - 64 años;TOTAL;Mujeres;E. Superior;2022;29,81
55 - 64 años;TOTAL;Mujeres;E. Superior;2021;29,35
55 - 64 años;TOTAL;Mujeres;E. Superior;2020;27,50
55 - 64 años;TOTAL;Mujeres;E. Superior;2019;25,44
55 - 64 años;TOTAL;Mujeres;E. Superior;2018;24,03
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;54,67
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;56,40
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;56,57
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;58,67
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;59,78
55 - 64 años;Andalucia;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;60,75
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2023;17,67
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2022;18,08
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2021;19,76
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2020;18,02
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2019;17,18
55 - 64 años;Andalucia;Hombres;2ª etapa E. Secundaria;2018;16,77
55 - 64 años;Andalucia;Hombres;E. Superior;2023;27,66
55 - 64 años;Andalucia;Hombres;E. Superior;2022;25,53
55 - 64 años;Andalucia;Hombres;E. Superior;2021;23,67
55 - 64 años;Andalucia;Hombres;E. Superior;2020;23,31
55 - 64 años;Andalucia;Hombres;E. Superior;2019;23,04
55 - 64 años;Andalucia;Hombres;E. Superior;2018;22,49
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;54,16
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;56,26
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;56,71
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;59,86
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;62,94
55 - 64 años;Andalucia;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;62,86
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2023;20,25
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2022;18,77
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2021;19,12
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2020;17,87
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2019;17,20
55 - 64 años;Andalucia;Mujeres;2ª etapa E. Secundaria;2018;17,01
55 - 64 años;Andalucia;Mujeres;E. Superior;2023;25,59
55 - 64 años;Andalucia;Mujeres;E. Superior;2022;24,98
55 - 64 años;Andalucia;Mujeres;E. Superior;2021;24,17
55 - 64 años;Andalucia;Mujeres;E. Superior;2020;22,27
55 - 64 años;Andalucia;Mujeres;E. Superior;2019;19,87
55 - 64 años;Andalucia;Mujeres;E. Superior;2018;20,13
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;45,53
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;47,41
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;43,88
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;47,06
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;48,98
55 - 64 años;Aragon;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;49,03
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2023;21,92
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2022;20,79
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2021;26,21
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2020;24,68
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2019;23,19
55 - 64 años;Aragon;Hombres;2ª etapa E. Secundaria;2018;23,89
55 - 64 años;Aragon;Hombres;E. Superior;2023;32,55
55 - 64 años;Aragon;Hombres;E. Superior;2022;31,80
55 - 64 años;Aragon;Hombres;E. Superior;2021;29,91
55 - 64 años;Aragon;Hombres;E. Superior;2020;28,25
55 - 64 años;Aragon;Hombres;E. Superior;2019;27,84
55 - 64 años;Aragon;Hombres;E. Superior;2018;27,08
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;37,49
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;41,43
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;44,23
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;50,34
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;49,25
55 - 64 años;Aragon;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;47,71
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2023;27,30
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2022;25,84
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2021;24,14
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2020;24,20
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2019;25,02
55 - 64 años;Aragon;Mujeres;2ª etapa E. Secundaria;2018;26,65
55 - 64 años;Aragon;Mujeres;E. Superior;2023;35,21
55 - 64 años;Aragon;Mujeres;E. Superior;2022;32,73
55 - 64 años;Aragon;Mujeres;E. Superior;2021;31,63
55 - 64 años;Aragon;Mujeres;E. Superior;2020;25,46
55 - 64 años;Aragon;Mujeres;E. Superior;2019;25,73
55 - 64 años;Aragon;Mujeres;E. Superior;2018;25,64
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;43,10
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;45,57
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;43,68
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;43,57
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;45,37
55 - 64 años;Asturias, Principado de;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;44,25
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2023;27,54
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2022;22,62
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2021;24,95
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2020;22,92
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2019;20,79
55 - 64 años;Asturias, Principado de;Hombres;2ª etapa E. Secundaria;2018;22,81
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2023;29,36
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2022;31,81
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2021;31,37
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2020;33,51
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2019;33,84
55 - 64 años;Asturias, Principado de;Hombres;E. Superior;2018;32,93
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;41,68
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;42,75
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;44,53
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;41,46
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;43,83
55 - 64 años;Asturias, Principado de;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;46,57
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2023;25,21
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2022;26,63
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2021;25,93
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2020;25,64
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2019;26,81
55 - 64 años;Asturias, Principado de;Mujeres;2ª etapa E. Secundaria;2018;25,45
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2023;33,11
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2022;30,61
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2021;29,53
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2020;32,89
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2019;29,36
55 - 64 años;Asturias, Principado de;Mujeres;E. Superior;2018;27,98
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;47,15
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;49,73
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;48,69
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;50,12
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;52,05
55 - 64 años;Balears, Illes;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;51,68
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2023;27,30
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2022;25,95
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2021;25,55
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2020;26,35
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2019;27,06
55 - 64 años;Balears, Illes;Hombres;2ª etapa E. Secundaria;2018;26,11
55 - 64 años;Balears, Illes;Hombres;E. Superior;2023;25,54
55 - 64 años;Balears, Illes;Hombres;E. Superior;2022;24,32
55 - 64 años;Balears, Illes;Hombres;E. Superior;2021;25,76
55 - 64 años;Balears, Illes;Hombres;E. Superior;2020;23,52
55 - 64 años;Balears, Illes;Hombres;E. Superior;2019;20,89
55 - 64 años;Balears, Illes;Hombres;E. Superior;2018;22,22
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;49,39
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;48,79
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;45,25
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;51,00
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;54,43
55 - 64 años;Balears, Illes;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;54,29
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2023;26,55
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2022;24,37
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2021;27,78
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2020;23,46
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2019;22,98
55 - 64 años;Balears, Illes;Mujeres;2ª etapa E. Secundaria;2018;26,08
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2023;24,07
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2022;26,84
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2021;26,97
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2020;25,55
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2019;22,59
55 - 64 años;Balears, Illes;Mujeres;E. Superior;2018;19,63
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;54,83
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;54,45
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;54,27
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;50,69
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;54,62
55 - 64 años;Canarias;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;59,19
55 - 64 años;Canarias;Hombres;2ª etapa E. Secundaria;2023;20,53
55 - 64 años;Canarias;Hombres;2ª etapa E. Secundaria;2022;21,12
55 - 64 años;Canarias;Hombres;2ª etapa E. Secundaria;2021;21,27
55 - 64 años;Canarias;Hombres;2ª etapa E. Secundaria;2020;24,35
55 - 64 años;Canarias;Hombres;2ª etapa E. Secundaria;2019;22,01
